Id,HouseId,Last Hour,TotalConsumption,1SDConsumption,MeanConsumptionForThatHour,SDConsumptionForThatHour
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_6_8-9-2013_20,0,20,15979.397,,,
0_0_21-9-2013_20,0,20,1436.88,,,
0_1_29-9-2013_20,0,20,11882.231,,,
0_5_10-9-2013_20,0,20,50.475,,,
0_7_17-9-2013_20,0,20,15262.388,,,
0_5_17-9-2013_20,0,20,141.253,,,
0_7_19-9-2013_20,0,20,13849.891,,,
0_4_28-9-2013_20,0,20,0,,,
0_0_29-9-2013_20,0,20,2071.968,,,
0_4_11-9-2013_20,0,20,0,,,
0_1_22-9-2013_20,0,20,10775.084,,,
0_3_18-9-2013_20,0,20,2267.556,,,
0_3_28-9-2013_20,0,20,0,,,
0_12_15-9-2013_20,0,20,3554.58,,,
0_0_15-9-2013_20,0,20,3751.041,,,
0_0_24-9-2013_20,0,20,3257.912,,,
0_0_16-9-2013_20,0,20,2524.093,,,
0_4_9-9-2013_20,0,20,0,,,
0_8_24-9-2013_20,0,20,4466.835,,,
0_0_14-9-2013_20,0,20,3183.876,,,
0_5_26-9-2013_20,0,20,37.502,,,
0_5_24-9-2013_20,0,20,220.727,,,
0_2_26-9-2013_20,0,20,13288.15,,,
0_0_8-9-2013_20,0,20,8593.547,,,
0_1_15-9-2013_20,0,20,11133.356,,,
0_8_4-9-2013_20,0,20,10423.773,,,
0_7_4-9-2013_20,0,20,14559.048,,,
0_4_6-9-2013_20,0,20,0,,,
0_8_2-9-2013_20,0,20,11823.556,,,
0_12_19-9-2013_20,0,20,12360.551,,,
0_3_17-9-2013_20,0,20,9001.617,,,
0_10_1-9-2013_20,0,20,20822.241,,,
0_8_18-9-2013_20,0,20,4981.741,,,
0_2_28-9-2013_20,0,20,146.372,,,
0_2_23-9-2013_20,0,20,8094.097,,,
0_1_13-9-2013_20,0,20,13467.904,,,
0_7_23-9-2013_20,0,20,14183.89,,,
0_8_7-9-2013_20,0,20,1393.407,,,
0_0_17-9-2013_20,0,20,4179.199,,,
0_2_17-9-2013_20,0,20,11045.396,,,
0_8_27-9-2013_20,0,20,1091.142,,,
0_1_23-9-2013_20,0,20,16752.195,,,
0_12_16-9-2013_20,0,20,3356.681,,,
0_11_11-9-2013_20,0,20,606.746,,,
0_0_13-9-2013_20,0,20,4011.766,,,
0_8_1-9-2013_20,0,20,12709.63,,,
0_9_15-9-2013_20,0,20,4375.992,,,
0_4_21-9-2013_20,0,20,0,,,
0_8_16-9-2013_20,0,20,2512.632,,,
0_0_27-9-2013_20,0,20,1145.999,,,
0_12_6-9-2013_20,0,20,500.863,,,
0_0_26-9-2013_20,0,20,9979.058,,,
0_4_17-9-2013_20,0,20,0,,,
0_0_23-9-2013_20,0,20,4125.226,,,
0_11_12-9-2013_20,0,20,541.857,,,
0_1_11-9-2013_20,0,20,14744.545,,,
0_10_10-9-2013_20,0,20,1338.131,,,
0_11_15-9-2013_20,0,20,1902.54,,,
0_12_18-9-2013_20,0,20,4149.313,,,
0_0_2-9-2013_20,0,20,10885.68,,,
0_0_9-9-2013_20,0,20,1723.825,,,
0_0_11-9-2013_20,0,20,4257.748,,,
0_7_11-9-2013_20,0,20,12255.012,,,
0_4_29-9-2013_20,0,20,0,,,
0_1_16-9-2013_20,0,20,14310.111,,,
0_6_11-9-2013_20,0,20,14875.12,,,
0_0_1-9-2013_20,0,20,10210.899,,,
0_7_8-9-2013_20,0,20,10790.05,,,
0_1_6-9-2013_20,0,20,9077.941,,,
0_12_14-9-2013_20,0,20,1471.25,,,
0_1_5-9-2013_20,0,20,1944.588,,,
0_11_6-9-2013_20,0,20,2189.439,,,
0_3_12-9-2013_20,0,20,1969.81,,,
0_3_6-9-2013_20,0,20,7241.038,,,
0_4_7-9-2013_20,0,20,0,,,
0_0_19-9-2013_20,0,20,11132.959,,,
0_7_25-9-2013_20,0,20,11017.504,,,
0_1_12-9-2013_20,0,20,1809.591,,,
0_5_4-9-2013_20,0,20,753.855,,,
0_4_27-9-2013_20,0,20,0,,,
0_9_14-9-2013_20,0,20,859.748,,,
0_11_7-9-2013_20,0,20,560.511,,,
0_11_16-9-2013_20,0,20,528.666,,,
0_0_25-9-2013_20,0,20,3570.653,,,
0_1_3-9-2013_20,0,20,28329.734,,,
0_1_14-9-2013_20,0,20,8251.548,,,
0_0_12-9-2013_20,0,20,1198.546,,,
0_0_10-9-2013_20,0,20,1674.443,,,
0_6_1-9-2013_20,0,20,23502.638,,,
0_8_14-9-2013_20,0,20,4275.497,,,
0_11_1-9-2013_20,0,20,2136.837,,,
0_2_7-9-2013_20,0,20,5269.453,,,
0_12_4-9-2013_20,0,20,8616.285,,,
0_5_23-9-2013_20,0,20,43.632,,,
0_2_12-9-2013_20,0,20,1131.735,,,
0_10_24-9-2013_20,0,20,9253.558,,,
0_12_17-9-2013_20,0,20,4695.127,,,
0_12_8-9-2013_20,0,20,9434.498,,,
0_4_5-9-2013_20,0,20,0,,,
0_1_2-9-2013_20,0,20,32913.828,,,
0_4_4-9-2013_20,0,20,0,,,
0_6_4-9-2013_20,0,20,20591.423,,,
0_2_1-9-2013_20,0,20,18044.913,,,
0_1_7-9-2013_20,0,20,4329.69,,,
0_10_5-9-2013_20,0,20,376.199,,,
0_0_22-9-2013_20,0,20,8857.012,,,
0_9_18-9-2013_20,0,20,4047.763,,,
0_2_10-9-2013_20,0,20,2950.372,,,
0_8_11-9-2013_20,0,20,11397.12,,,
0_0_18-9-2013_20,0,20,3802.635,,,
0_9_23-9-2013_20,0,20,15750.581,,,
0_7_26-9-2013_20,0,20,13488.767,,,
0_9_22-9-2013_0,0,0,6938.401,3353.879,1676.9395,1676.9395
0_8_26-9-2013_0,0,0,3955.799,2998.998,2998.998,0
0_1_10-9-2013_20,0,20,5409.253,4479.867365,2521.13575,1958.731615
0_1_17-9-2013_20,0,20,19659.579,15416.43282,8469.918857,6946.513965
0_1_4-9-2013_20,0,20,27686.001,22324.81136,12335.68333,9989.128026
0_9_10-9-2013_0,0,0,2731.856,2660.090264,1343.99,1316.100264
0_9_17-9-2013_20,0,20,20074.433,15416.43282,8469.918857,6946.513965
0_1_15-9-2013_0,0,0,2936.169,2636.648085,1605.257,1031.391085
0_9_28-9-2013_0,0,0,232.463,137.9675841,78.49433333,59.47325076
0_6_24-9-2013_0,0,0,11655.354,10783.39115,6454.046,4329.345154
0_13_3-9-2013_0,0,0,4292.285,4175.464611,2501.0634,1674.401211
0_1_10-9-2013_0,0,0,3584.27,2660.090264,1343.99,1316.100264
0_9_20-9-2013_0,0,0,15710.225,3544.148,3544.148,0
0_7_7-9-2013_0,0,0,12505.412,9948.21144,5500.5472,4447.66424
0_6_25-9-2013_20,0,20,17810.638,16615.08945,10799.59833,5815.491115
0_13_7-9-2013_0,0,0,23168.16,9948.21144,5500.5472,4447.66424
0_6_9-9-2013_0,0,0,3524.362,3251.614728,2355.443333,896.1713946
0_6_16-9-2013_0,0,0,5103.822,4819.584888,3461.391667,1358.193221
0_1_18-9-2013_0,0,0,3404.074,2849.856342,1520.8798,1328.976542
0_7_6-9-2013_20,0,20,12537.235,11792.63499,7214.0535,4578.581493
0_6_24-9-2013_20,0,20,18017.767,14938.73085,7165.468667,7773.262186
0_7_24-9-2013_0,0,0,10893.405,10783.39115,6454.046,4329.345154
0_0_29-9-2013_0,0,0,144.936,139.4455658,69.6665,69.77906582
0_1_8-9-2013_20,0,20,25100.31,21473.65851,15115.826,6357.832511
0_9_22-9-2013_20,0,20,30012.358,18853.47683,13535.46333,5318.013496
0_6_3-9-2013_0,0,0,4996.511,4175.464611,2501.0634,1674.401211
0_6_29-9-2013_20,0,20,13595.318,12815.47263,6887.37925,5928.093385
0_0_28-9-2013_20,0,20,157.075,151.8178188,75.86175,75.95606881
0_6_5-9-2013_0,0,0,3485.876,3094.766554,1860.84225,1233.924304
0_6_22-9-2013_20,0,20,20974.294,18853.47683,13535.46333,5318.013496
0_9_28-9-2013_20,0,20,247.91,151.8178188,75.86175,75.95606881
0_0_28-9-2013_0,0,0,143.906,137.9675841,78.49433333,59.47325076
0_1_1-9-2013_20,0,20,34552.571,28483.44272,19804.1302,8679.31252
0_6_12-9-2013_0,0,0,5162.282,4123.563917,2245.2615,1878.302417
0_12_21-9-2013_20,0,20,3368.579,1436.88,718.44,718.44
0_9_24-9-2013_20,0,20,16635.913,14938.73085,7165.468667,7773.262186
0_1_2-9-2013_0,0,0,2867.744,2478.035745,1658.6405,819.395245
0_13_6-9-2013_20,0,20,21930.978,11792.63499,7214.0535,4578.581493
0_6_13-9-2013_0,0,0,3396.604,2908.023904,2096.51025,811.513654
0_9_4-9-2013_20,0,20,26053.338,22324.81136,12335.68333,9989.128026
0_6_23-9-2013_20,0,20,21646.382,18247.29442,10807.57033,7439.724088
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_1_18-9-2013_20,0,20,13077.779,11158.12273,6382.656667,4775.466063
0_9_19-9-2013_20,0,20,27536.43,13849.891,12491.425,1358.466
0_1_9-9-2013_20,0,20,3668.198,3295.77854,1797.341,1498.43754
0_10_28-9-2013_20,0,20,245.853,151.8178188,75.86175,75.95606881
0_1_8-9-2013_0,0,0,1784.174,1563.312676,829.5826667,733.7300097
0_9_10-9-2013_20,0,20,4785.271,4479.867365,2521.13575,1958.731615
0_7_12-9-2013_20,0,20,2016.909,2007.871021,1625.3182,382.5528214
0_6_23-9-2013_0,0,0,17250.119,17043.61519,11144.426,5899.189192
0_9_16-9-2013_20,0,20,21483.856,14310.111,8417.102,5893.009
0_1_19-9-2013_0,0,0,8262.818,6217.601673,3607.7582,2609.843473
0_12_21-9-2013_20,0,20,3368.579,1436.88,718.44,718.44
0_6_16-9-2013_0,0,0,5103.822,4819.584888,3461.391667,1358.193221
0_1_15-9-2013_0,0,0,2936.169,2636.648085,1605.257,1031.391085
0_6_25-9-2013_20,0,20,17810.638,16615.08945,10799.59833,5815.491115
0_6_9-9-2013_0,0,0,3524.362,3251.614728,2355.443333,896.1713946
0_6_24-9-2013_20,0,20,18017.767,14938.73085,7165.468667,7773.262186
0_9_24-9-2013_20,0,20,16635.913,14938.73085,7165.468667,7773.262186
0_7_12-9-2013_20,0,20,2016.909,2007.871021,1625.3182,382.5528214
0_6_5-9-2013_0,0,0,3485.876,3094.766554,1860.84225,1233.924304
0_9_20-9-2013_0,0,0,15710.225,3544.148,3544.148,0
0_1_1-9-2013_20,0,20,34552.571,28483.44272,19804.1302,8679.31252
0_6_23-9-2013_0,0,0,17250.119,17043.61519,11144.426,5899.189192
0_1_18-9-2013_0,0,0,3404.074,2849.856342,1520.8798,1328.976542
0_9_16-9-2013_20,0,20,21483.856,14310.111,8417.102,5893.009
0_0_28-9-2013_20,0,20,157.075,151.8178188,75.86175,75.95606881
0_9_28-9-2013_20,0,20,247.91,151.8178188,75.86175,75.95606881
0_10_28-9-2013_20,0,20,245.853,151.8178188,75.86175,75.95606881
0_1_10-9-2013_20,0,20,5409.253,4479.867365,2521.13575,1958.731615
0_9_10-9-2013_20,0,20,4785.271,4479.867365,2521.13575,1958.731615
0_8_26-9-2013_0,0,0,3955.799,2998.998,2998.998,0
0_9_28-9-2013_0,0,0,232.463,137.9675841,78.49433333,59.47325076
0_0_28-9-2013_0,0,0,143.906,137.9675841,78.49433333,59.47325076
0_7_6-9-2013_20,0,20,12537.235,11792.63499,7214.0535,4578.581493
0_13_6-9-2013_20,0,20,21930.978,11792.63499,7214.0535,4578.581493
0_9_22-9-2013_20,0,20,30012.358,18853.47683,13535.46333,5318.013496
0_6_22-9-2013_20,0,20,20974.294,18853.47683,13535.46333,5318.013496
0_1_18-9-2013_20,0,20,13077.779,11158.12273,6382.656667,4775.466063
0_0_29-9-2013_0,0,0,144.936,139.4455658,69.6665,69.77906582
0_1_9-9-2013_20,0,20,3668.198,3295.77854,1797.341,1498.43754
0_1_4-9-2013_20,0,20,27686.001,22324.81136,12335.68333,9989.128026
0_9_4-9-2013_20,0,20,26053.338,22324.81136,12335.68333,9989.128026
0_13_3-9-2013_0,0,0,4292.285,4175.464611,2501.0634,1674.401211
0_6_3-9-2013_0,0,0,4996.511,4175.464611,2501.0634,1674.401211
0_6_13-9-2013_0,0,0,3396.604,2908.023904,2096.51025,811.513654
0_9_10-9-2013_0,0,0,2731.856,2660.090264,1343.99,1316.100264
0_1_10-9-2013_0,0,0,3584.27,2660.090264,1343.99,1316.100264
0_9_19-9-2013_20,0,20,27536.43,13849.891,12491.425,1358.466
0_6_29-9-2013_20,0,20,13595.318,12815.47263,6887.37925,5928.093385
0_9_22-9-2013_0,0,0,6938.401,3353.879,1676.9395,1676.9395
0_1_17-9-2013_20,0,20,19659.579,15416.43282,8469.918857,6946.513965
0_9_17-9-2013_20,0,20,20074.433,15416.43282,8469.918857,6946.513965
0_1_8-9-2013_20,0,20,25100.31,21473.65851,15115.826,6357.832511
0_6_24-9-2013_0,0,0,11655.354,10783.39115,6454.046,4329.345154
0_7_24-9-2013_0,0,0,10893.405,10783.39115,6454.046,4329.345154
0_1_8-9-2013_0,0,0,1784.174,1563.312676,829.5826667,733.7300097
0_6_23-9-2013_20,0,20,21646.382,18247.29442,10807.57033,7439.724088
0_1_19-9-2013_0,0,0,8262.818,6217.601673,3607.7582,2609.843473
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_6_12-9-2013_0,0,0,5162.282,4123.563917,2245.2615,1878.302417
0_7_7-9-2013_0,0,0,12505.412,9948.21144,5500.5472,4447.66424
0_13_7-9-2013_0,0,0,23168.16,9948.21144,5500.5472,4447.66424
0_1_2-9-2013_0,0,0,2867.744,2478.035745,1658.6405,819.395245
0_0_1-9-2013_0,0,0,1708.013,,,
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
0_0_30-9-2013_20,0,20,8539.563,6071.383269,2546.64125,3524.742019
2_0_2-9-2013_2,2,2,642.874,,,
2_0_3-9-2013_2,2,2,656.155,,,
2_0_1-9-2013_17,2,17,3419.747,,,
2_0_2-9-2013_17,2,17,2462.401,,,
2_0_1-9-2013_18,2,18,2552.809,,,
2_0_2-9-2013_18,2,18,3990.961,,,
1_0_18-9-2013_2,1,2,6359.363,,,
1_0_15-9-2013_2,1,2,129.846,,,
1_0_17-9-2013_2,1,2,81.97,,,
1_0_19-9-2013_2,1,2,6298.65,,,
1_0_5-9-2013_2,1,2,60.801,,,
1_0_7-9-2013_2,1,2,86.55,,,
1_0_12-9-2013_2,1,2,89.468,,,
1_0_22-9-2013_2,1,2,126.652,,,
1_0_4-9-2013_2,1,2,87.627,,,
1_0_20-9-2013_2,1,2,82.28,,,
1_0_14-9-2013_2,1,2,5883.018,,,
1_0_9-9-2013_2,1,2,84.294,,,
1_0_13-9-2013_2,1,2,86.158,,,
1_0_23-9-2013_2,1,2,6663.856,,,
1_0_11-9-2013_2,1,2,90.109,,,
1_0_2-9-2013_2,1,2,85.144,,,
1_0_10-9-2013_2,1,2,127.44,,,
1_0_3-9-2013_2,1,2,85.635,,,
1_0_8-9-2013_2,1,2,83.237,,,
1_0_6-9-2013_2,1,2,88.127,,,
1_0_16-9-2013_2,1,2,6308.303,,,
2_0_2-9-2013_14,2,14,1.757,,,
2_0_1-9-2013_14,2,14,2750.194,,,
1_0_11-9-2013_17,1,17,4294.92,,,
1_0_16-9-2013_17,1,17,4525.527,,,
1_0_3-9-2013_17,1,17,4420.271,,,
1_0_9-9-2013_17,1,17,4449.829,,,
1_0_6-9-2013_17,1,17,80.643,,,
1_0_23-9-2013_17,1,17,7098.29,,,
1_0_7-9-2013_17,1,17,89.334,,,
1_0_21-9-2013_17,1,17,40.173,,,
1_0_15-9-2013_17,1,17,7169.105,,,
1_0_10-9-2013_17,1,17,4901.875,,,
1_0_19-9-2013_17,1,17,7622.351,,,
1_0_4-9-2013_17,1,17,4087.887,,,
1_0_22-9-2013_17,1,17,125.829,,,
1_0_13-9-2013_17,1,17,12173.446,,,
1_0_1-9-2013_17,1,17,4016.81,,,
1_0_14-9-2013_17,1,17,6195.727,,,
1_0_2-9-2013_17,1,17,4492.223,,,
1_0_5-9-2013_17,1,17,86.19,,,
1_0_17-9-2013_17,1,17,11510.655,,,
1_0_18-9-2013_17,1,17,117.939,,,
1_0_8-9-2013_17,1,17,89.674,,,
2_0_2-9-2013_11,2,11,2918.851,,,
2_0_1-9-2013_11,2,11,3315.432,,,
2_0_2-9-2013_6,2,6,2662.909,,,
2_0_1-9-2013_6,2,6,649.084,,,
2_0_1-9-2013_16,2,16,3069.993,,,
2_0_2-9-2013_16,2,16,2790.173,,,
0_9_16-9-2013_18,0,18,32698.546,,,
0_6_16-9-2013_18,0,18,28888.984,,,
0_3_27-9-2013_18,0,18,6881.028,,,
0_0_25-9-2013_18,0,18,9890.101,,,
0_1_7-9-2013_18,0,18,6378.246,,,
0_3_6-9-2013_18,0,18,7160.271,,,
0_8_18-9-2013_18,0,18,6746.265,,,
0_2_12-9-2013_18,0,18,1315.486,,,
0_10_5-9-2013_18,0,18,393.299,,,
0_0_28-9-2013_18,0,18,143.544,,,
0_5_24-9-2013_18,0,18,227.119,,,
0_7_8-9-2013_18,0,18,10163.18,,,
0_10_1-9-2013_18,0,18,18205.89,,,
0_0_15-9-2013_18,0,18,4006.79,,,
0_11_23-9-2013_18,0,18,2227.037,,,
0_11_19-9-2013_18,0,18,566.127,,,
0_5_30-9-2013_18,0,18,0,,,
0_0_29-9-2013_18,0,18,3127.656,,,
0_0_11-9-2013_18,0,18,11846.363,,,
0_1_13-9-2013_18,0,18,32677.963,,,
0_12_19-9-2013_18,0,18,9303.852,,,
0_5_10-9-2013_18,0,18,37.109,,,
0_3_8-9-2013_18,0,18,6600.284,,,
0_8_9-9-2013_18,0,18,13284.582,,,
0_4_26-9-2013_18,0,18,0,,,
0_11_27-9-2013_18,0,18,488.131,,,
0_3_11-9-2013_18,0,18,4237.344,,,
0_5_17-9-2013_18,0,18,33.262,,,
0_11_7-9-2013_18,0,18,551.578,,,
0_0_21-9-2013_18,0,18,9482.236,,,
0_0_10-9-2013_18,0,18,11405.643,,,
0_8_27-9-2013_18,0,18,1208.323,,,
0_11_6-9-2013_18,0,18,2024.9,,,
0_3_30-9-2013_18,0,18,1884.673,,,
0_1_8-9-2013_18,0,18,6298.825,,,
0_12_16-9-2013_18,0,18,13656.82,,,
0_0_14-9-2013_18,0,18,1648.728,,,
0_7_19-9-2013_18,0,18,13779.98,,,
0_0_27-9-2013_18,0,18,1242.716,,,
0_9_29-9-2013_18,0,18,16693.911,,,
0_4_4-9-2013_18,0,18,0,,,
0_1_29-9-2013_18,0,18,8005.075,,,
0_5_4-9-2013_18,0,18,1054.271,,,
0_4_11-9-2013_18,0,18,0,,,
0_0_18-9-2013_18,0,18,5033.591,,,
0_0_2-9-2013_18,0,18,8825.354,,,
0_2_7-9-2013_18,0,18,7745.878,,,
0_8_14-9-2013_18,0,18,1663.083,,,
0_8_13-9-2013_18,0,18,14269.634,,,
0_1_6-9-2013_18,0,18,7887.152,,,
0_0_22-9-2013_18,0,18,3334.232,,,
0_8_2-9-2013_18,0,18,10821.296,,,
0_4_17-9-2013_18,0,18,0,,,
0_6_25-9-2013_18,0,18,10930.009,,,
0_11_8-9-2013_18,0,18,624.276,,,
0_2_17-9-2013_18,0,18,10341.51,,,
0_7_11-9-2013_18,0,18,7144.112,,,
0_4_25-9-2013_18,0,18,0,,,
0_11_16-9-2013_18,0,18,2055.631,,,
0_4_27-9-2013_18,0,18,0,,,
0_0_1-9-2013_18,0,18,8840.512,,,
0_2_22-9-2013_18,0,18,7236.44,,,
0_11_15-9-2013_18,0,18,1045.518,,,
0_4_9-9-2013_18,0,18,0,,,
0_12_14-9-2013_18,0,18,274.806,,,
0_4_29-9-2013_18,0,18,0,,,
0_10_24-9-2013_18,0,18,630.876,,,
0_3_2-9-2013_18,0,18,7261.677,,,
0_0_19-9-2013_18,0,18,9867.296,,,
0_9_19-9-2013_18,0,18,25806.07,,,
0_9_10-9-2013_18,0,18,13485.763,,,
0_10_25-9-2013_18,0,18,646.4,,,
0_1_3-9-2013_18,0,18,27078.13,,,
0_7_3-9-2013_18,0,18,6623.359,,,
0_10_16-9-2013_18,0,18,20006.916,,,
0_3_16-9-2013_18,0,18,8743.963,,,
0_8_24-9-2013_18,0,18,6267.949,,,
0_11_4-9-2013_18,0,18,2112.962,,,
0_0_16-9-2013_18,0,18,12554.278,,,
0_8_22-9-2013_18,0,18,4566.396,,,
0_12_18-9-2013_18,0,18,4621.603,,,
0_4_6-9-2013_18,0,18,0,,,
0_8_7-9-2013_18,0,18,1386.71,,,
0_6_15-9-2013_18,0,18,14817.929,,,
0_8_4-9-2013_18,0,18,11836.507,,,
0_10_10-9-2013_18,0,18,11514.776,,,
0_7_26-9-2013_18,0,18,6208.231,,,
0_7_2-9-2013_18,0,18,12975.083,,,
0_11_13-9-2013_18,0,18,545.415,,,
0_0_12-9-2013_18,0,18,2977.291,,,
0_1_5-9-2013_18,0,18,1570.956,,,
0_11_11-9-2013_18,0,18,2144.464,,,
0_2_28-9-2013_18,0,18,132.261,,,
0_10_18-9-2013_18,0,18,1388.636,,,
0_9_11-9-2013_18,0,18,15957.416,,,
0_9_18-9-2013_18,0,18,6755.885,,,
0_9_23-9-2013_18,0,18,4755.162,,,
0_0_8-9-2013_18,0,18,1504.057,,,
0_12_17-9-2013_18,0,18,12400.388,,,
0_4_23-9-2013_18,0,18,0,,,
0_8_15-9-2013_18,0,18,5648.425,,,
0_7_4-9-2013_18,0,18,16918.299,,,
0_6_11-9-2013_18,0,18,15817.887,,,
0_4_7-9-2013_18,0,18,0,,,
0_0_23-9-2013_18,0,18,5001.721,,,
0_4_30-9-2013_18,0,18,0,,,
0_2_1-9-2013_18,0,18,12912.566,,,
0_2_15-9-2013_18,0,18,3368.335,,,
0_3_18-9-2013_18,0,18,3308.481,,,
0_2_10-9-2013_18,0,18,7093.21,,,
0_7_21-9-2013_18,0,18,5902.187,,,
0_0_13-9-2013_18,0,18,11365.099,,,
0_0_24-9-2013_18,0,18,5292.94,,,
0_7_12-9-2013_18,0,18,3433.367,,,
0_3_28-9-2013_18,0,18,0,,,
0_7_25-9-2013_18,0,18,3333.919,,,
0_8_23-9-2013_18,0,18,4202.512,,,
0_9_13-9-2013_18,0,18,15162.904,,,
0_12_15-9-2013_18,0,18,4255.526,,,
0_0_9-9-2013_18,0,18,10840.204,,,
0_11_30-9-2013_18,0,18,0,,,
0_1_12-9-2013_18,0,18,3726.255,,,
0_5_26-9-2013_18,0,18,34.706,,,
0_4_5-9-2013_18,0,18,0,,,
0_3_17-9-2013_18,0,18,4004.469,,,
0_6_4-9-2013_18,0,18,21471.458,,,
0_2_26-9-2013_18,0,18,6994.435,,,
0_1_14-9-2013_18,0,18,2951.938,,,
0_1_9-9-2013_18,0,18,32338.596,27831.9961,14392.93333,13439.06277
0_1_19-9-2013_18,0,18,31745.275,27990.21167,18464.18367,9526.028003
0_0_30-9-2013_18,0,18,7715.656,5564.010212,2400.08225,3163.927962
0_7_23-9-2013_18,0,18,7101.164,7012.948761,4034.295,2978.653761
0_1_15-9-2013_18,0,18,17234.626,16089.25328,9856.92,6232.33328
0_12_21-9-2013_18,0,18,15797.792,9482.236,7692.2115,1790.0245
0_6_8-9-2013_18,0,18,10604.225,10315.79473,7034.1142,3281.680527
0_9_28-9-2013_18,0,18,225.978,157.1058508,91.935,65.1708508
0_1_25-9-2013_18,0,18,12887.489,12308.64587,7408.3036,4900.342274
0_0_26-9-2013_18,0,18,11671.987,9445.177862,4981.8718,4463.306062
0_1_4-9-2013_18,0,18,29789.876,24161.47322,13511.73517,10649.73805
0_1_1-9-2013_18,0,18,27429.483,24372.43761,16394.187,7978.250614
0_1_16-9-2013_18,0,18,39225.911,34688.54903,22353.284,12335.26503
0_6_22-9-2013_18,0,18,17344.797,15209.03491,9305.156333,5903.878576
0_7_6-9-2013_18,0,18,11952.075,11053.52183,6749.8745,4303.647325
0_6_27-9-2013_18,0,18,11116.265,9279.894597,4810.00225,4469.892347
0_6_29-9-2013_18,0,18,26533.173,19702.29933,9416.476,10285.82333
0_9_22-9-2013_18,0,18,26257.683,15209.03491,9305.156333,5903.878576
0_0_17-9-2013_18,0,18,22500.19,22349.34833,11060.81817,11288.53016
0_10_28-9-2013_18,0,18,225.109,157.1058508,91.935,65.1708508
0_1_18-9-2013_18,0,18,15982.843,13720.80668,8108.305,5612.50168
0_1_11-9-2013_18,0,18,28034.424,20267.62227,11180.02167,9087.600601
0_1_2-9-2013_18,0,18,30081.691,24068.10455,15284.93675,8783.1678
0_1_10-9-2013_18,0,18,26801.015,21142.88498,11334.24425,9808.640726
0_6_24-9-2013_18,0,18,11033.107,9932.110548,5517.722,4414.388548
0_1_17-9-2013_18,0,18,29485.478,22349.34833,11060.81817,11288.53016
0_1_9-9-2013_18,0,18,32338.596,27831.9961,14392.93333,13439.06277
0_0_17-9-2013_18,0,18,22500.19,22349.34833,11060.81817,11288.53016
0_1_17-9-2013_18,0,18,29485.478,22349.34833,11060.81817,11288.53016
0_1_10-9-2013_18,0,18,26801.015,21142.88498,11334.24425,9808.640726
0_1_25-9-2013_18,0,18,12887.489,12308.64587,7408.3036,4900.342274
0_6_29-9-2013_18,0,18,26533.173,19702.29933,9416.476,10285.82333
0_6_24-9-2013_18,0,18,11033.107,9932.110548,5517.722,4414.388548
0_1_15-9-2013_18,0,18,17234.626,16089.25328,9856.92,6232.33328
0_1_4-9-2013_18,0,18,29789.876,24161.47322,13511.73517,10649.73805
0_9_28-9-2013_18,0,18,225.978,157.1058508,91.935,65.1708508
0_10_28-9-2013_18,0,18,225.109,157.1058508,91.935,65.1708508
0_1_18-9-2013_18,0,18,15982.843,13720.80668,8108.305,5612.50168
0_1_11-9-2013_18,0,18,28034.424,20267.62227,11180.02167,9087.600601
0_7_6-9-2013_18,0,18,11952.075,11053.52183,6749.8745,4303.647325
0_7_23-9-2013_18,0,18,7101.164,7012.948761,4034.295,2978.653761
0_0_30-9-2013_18,0,18,7715.656,5564.010212,2400.08225,3163.927962
0_6_22-9-2013_18,0,18,17344.797,15209.03491,9305.156333,5903.878576
0_9_22-9-2013_18,0,18,26257.683,15209.03491,9305.156333,5903.878576
0_1_16-9-2013_18,0,18,39225.911,34688.54903,22353.284,12335.26503
0_1_19-9-2013_18,0,18,31745.275,27990.21167,18464.18367,9526.028003
0_1_2-9-2013_18,0,18,30081.691,24068.10455,15284.93675,8783.1678
0_1_1-9-2013_18,0,18,27429.483,24372.43761,16394.187,7978.250614
0_0_26-9-2013_18,0,18,11671.987,9445.177862,4981.8718,4463.306062
0_6_8-9-2013_18,0,18,10604.225,10315.79473,7034.1142,3281.680527
0_12_21-9-2013_18,0,18,15797.792,9482.236,7692.2115,1790.0245
0_6_27-9-2013_18,0,18,11116.265,9279.894597,4810.00225,4469.892347
0_8_2-9-2013_13,0,13,12068.629,,,
0_8_11-9-2013_13,0,13,1776.875,,,
0_12_16-9-2013_13,0,13,10271.665,,,
0_7_20-9-2013_13,0,13,1996.304,,,
0_4_3-9-2013_13,0,13,0,,,
0_1_5-9-2013_13,0,13,1594.304,,,
0_0_30-9-2013_13,0,13,6994.285,,,
0_3_25-9-2013_13,0,13,1905.517,,,
0_3_22-9-2013_13,0,13,2492.857,,,
0_9_16-9-2013_13,0,13,13563.938,,,
0_8_9-9-2013_13,0,13,1804.197,,,
